web-scraper-order,web-scraper-start-url,url,url-href,title,time,date,venue,image-src,price,tags
"1554998422-622","https://www.eventbrite.com/d/dc--washington/all-events/?page=18","2019 PUSH Women's Conference ""But God Can!""2019 PUSH Women's Conference ""But God Can!""","https://www.eventbrite.com/e/2019-push-womens-conference-but-god-can-tickets-51111967270?aff=ebdssbdestsearch","2019 PUSH Women's Conference ""But God Can!""","9:00 AM – 4:00 PM EDT","Sat, September 21, 2019","Harborside Hotel
									6400 Oxon Hill Road 
									Oxon Hill, MD 20745 
									United States 
								
									View Map
									View Map","","Free","[{""tags"":""Things to do in Oxon Hill, MD""},{""tags"":""Conference""},{""tags"":""Spirituality""}]"
"1554999988-937","https://www.eventbrite.com/d/dc--washington/all-events/?page=2","2019 Lake Arbor Jazz Festival2019 Lake Arbor Jazz Festival","https://www.eventbrite.com/e/2019-lake-arbor-jazz-festival-tickets-54088863246?aff=ebdssbdestsearch","2019 Lake Arbor Jazz Festival","12:00 PM – 9:00 PM EDT","Sat, July 13, 2019","Lake Arbor Community Center
									10100 Lake Arbor Way 
									Mitchellville, 20721 
									United States","","$25 – $75","[{""tags"":""Things to do in Mitchellville""},{""tags"":""Festival""},{""tags"":""Music""}]"
"1554982444-141","https://www.eventbrite.com/d/dc--washington/all-events/?page=42","China’s Climate and Energy PoliciesChina’s Climate and Energy Policies","https://www.eventbrite.com/e/chinas-climate-and-energy-policies-tickets-57838418266?aff=ebdssbdestsearch","China’s Climate and Energy Policies","5:00 PM – 6:30 PM EDT","Mon, April 15, 2019","Bernstein-Offit Building
									1717 Massachusetts Avenue Northwest 
									Room 500 
									Washington, DC 20036 
									United States 
								
									View Map
									View Map","","Free","[{""tags"":""Things to do in Washington, DC""},{""tags"":""Seminar""},{""tags"":""Other""}]"
"1554987226-253","https://www.eventbrite.com/d/dc--washington/all-events/?page=37","NoMa ""Light"" Beer CrawlNoMa ""Light"" Beer Crawl","https://www.eventbrite.com/e/noma-light-beer-crawl-tickets-59783847096?aff=ebdssbdestsearch","NoMa ""Light"" Beer Crawl","7:00 PM – 9:00 PM EDT","Thu, April 18, 2019","Various Locations in NoMa
									209 M St NE 
									Washington, DC 20002 
									United States 
								
									View Map
									View Map","","Free","[{""tags"":""Things to do in Washington, DC""},{""tags"":""Party""},{""tags"":""Community""}]"
"1554999927-926","https://www.eventbrite.com/d/dc--washington/all-events/?page=3","2019 DAR Schools Luncheon2019 DAR Schools Luncheon","https://www.eventbrite.com/e/2019-dar-schools-luncheon-tickets-52234644227?aff=ebdssbdestsearch","2019 DAR Schools Luncheon","12:30 PM – 2:30 PM EDT","Fri, June 28, 2019","Grand Hyatt Washington
									1000 H Street Northwest 
									Washington, DC 20001 
									United States 
								
									View Map
									View Map","","$78.33","[{""tags"":""Things to do in Washington, DC""},{""tags"":""Gala""}]"
"1554997271-401","https://www.eventbrite.com/d/dc--washington/all-events/?page=29","Kids Spring Academy 2019 at Topgolf AlexandriaKids Spring Academy 2019 at Topgolf Alexandria","https://www.eventbrite.com/e/kids-spring-academy-2019-at-topgolf-alexandria-registration-55085100017?aff=ebdssbdestsearch","Kids Spring Academy 2019 at Topgolf Alexandria","Wed, Apr 17, 2019, 12:00 PM","Mon, Apr 15, 2019, 9:00 AM –","Topgolf Alexandria
									6625 S. Van Dorn St. 
									Alexandria, VA 22315 
									United States 
								
									View Map
									View Map","","$119","[{""tags"":""Things to do in Alexandria, VA""},{""tags"":""Class""},{""tags"":""Sports & Fitness""}]"
"1554997850-507","https://www.eventbrite.com/d/dc--washington/all-events/?page=24","Camp Congress for Girls DC 2019 featuring a Day on Capitol HillCamp Congress for Girls DC 2019 featuring a Day on Capitol Hill","https://www.eventbrite.com/e/camp-congress-for-girls-dc-2019-featuring-a-day-on-capitol-hill-tickets-49754425827?aff=ebdssbdestsearch","Camp Congress for Girls DC 2019 featuring a Day on Capitol Hill","Fri, Jun 21, 2019, 5:00 PM EDT","Mon, Jun 17, 2019, 9:00 AM –","525 New Jersey Avenue 
									Washington, DC 20001 
									United States 
								
									View Map
									View Map","","$675","[{""tags"":""Things to do in Washington, DC""},{""tags"":""Retreat""},{""tags"":""Family & Education""},{""tags"":""Kimberly Mitchem-Rasmussen, she is also the Founder of the""},{""tags"":""Political Institute for Women.""}]"
"1554980559-25","https://www.eventbrite.com/d/dc--washington/all-events/?page=48","IZ Orientation - Noon IZ Orientation - Noon","https://www.eventbrite.com/e/iz-orientation-noon-tickets-48075451971?aff=ebdssbdestsearch","IZ Orientation - Noon","12:00 PM – 2:00 PM EDT","Thu, April 25, 2019","Select a different date","","Free","[{""tags"":""Things to do in Washington, DC""},{""tags"":""Class""},{""tags"":""Community""},{""tags"":""(MHCDO) is a nonprofit community-based organization that has undertaken community development activities in the Ward 7 area of Washington, DC since 1979.  MHCDO's mission is to help grow Ward 7 into the District of Columbia's most welcoming, prospering, livable community for everyone.""},{""tags"":""(MHCDO) is a nonprofit community-based organization that has undertaken community development activities in the Ward 7 area of Washington, DC since 1979.""},{""tags"":""""},{""tags"":""MHCDO's mission is to help grow Ward 7 into the District of Columbia's most welcoming, prospering, livable community for everyone.""}]"
"1554980985-64","https://www.eventbrite.com/d/dc--washington/all-events/?page=46","Yoga in the Promenade & Saturday BrunchYoga in the Promenade & Saturday Brunch","https://www.eventbrite.com/e/yoga-in-the-promenade-saturday-brunch-tickets-59084989795?aff=ebdssbdestsearch","Yoga in the Promenade & Saturday Brunch","11:00 AM – 12:00 PM EDT","Sat, April 20, 2019","The Mayflower Hotel, Autograph Collection
									1127 Connecticut Avenue Northwest 
									Washington, DC 20036 
									United States 
								
									View Map
									View Map","","Free","[{""tags"":""Things to do in Washington, DC""},{""tags"":""Other""},{""tags"":""Sports & Fitness""}]"
"1554997674-473","https://www.eventbrite.com/d/dc--washington/all-events/?page=26","AnneliesAnnelies","https://www.eventbrite.com/e/annelies-tickets-58872003748?aff=ebdssbdestsearch","Annelies","7:30 PM – 9:30 PM EDT","Mon, April 29, 2019","Washington National Cathedral
									3101 Wisconsin Ave NW 
									Washington, DC 20016 
									United States 
								
									View Map
									View Map","","$18 – $48","[{""tags"":""Things to do in Washington, DC""},{""tags"":""Performance""},{""tags"":""Music""}]"
"1554984120-179","https://www.eventbrite.com/d/dc--washington/all-events/?page=41","DC Comedy Festival: Tony WoodsDC Comedy Festival: Tony Woods","https://www.eventbrite.com/e/dc-comedy-festival-tony-woods-tickets-53320182100?aff=ebdssbdestsearch","DC Comedy Festival: Tony Woods","8:00 PM – 9:30 PM EDT","Sat, April 13, 2019","The Miracle Theatre
									535 8th Street Southeast 
									Washington, DC 20003 
									United States 
								
									View Map
									View Map","","$0 – $30","[{""tags"":""Things to do in Washington, DC""},{""tags"":""Festival""},{""tags"":""Arts""}]"
"1555000020-944","https://www.eventbrite.com/d/dc--washington/all-events/?page=2","CultureFest DMVCultureFest DMV","https://www.eventbrite.com/e/culturefest-dmv-tickets-59240750680?aff=ebdssbdestsearch","CultureFest DMV","1:00 PM – 9:00 PM EDT","Sat, June 8, 2019","National Harbor
									165 Waterfront St 
									Fort Washington, MD 20745 
									United States 
								
									View Map
									View Map","","$29.50 – $3,000","[{""tags"":""Things to do in Fort Washington, MD""},{""tags"":""Festival""}]"
"1554987103-250","https://www.eventbrite.com/d/dc--washington/all-events/?page=37","Gryphon Sundays Brunch + Day Party #SundayFundayGryphon Sundays Brunch + Day Party #SundayFunday","https://www.eventbrite.com/e/gryphon-sundays-brunch-day-party-sundayfunday-tickets-59828397347?aff=ebdssbdestsearch","Gryphon Sundays Brunch + Day Party #SundayFunday","12:00 PM – 10:00 PM EDT","Sun, April 14, 2019","Select a different date","","Free","[{""tags"":""Things to do in Washington, DC""},{""tags"":""Party""},{""tags"":""Food & Drink""}]"
"1554983495-164","https://www.eventbrite.com/d/dc--washington/all-events/?page=41","I am Psyched! for YouthI am Psyched! for Youth","https://www.eventbrite.com/e/i-am-psyched-for-youth-tickets-58748096137?aff=ebdssbdestsearch","I am Psyched! for Youth","1:00 PM – 4:00 PM EDT","Sat, May 4, 2019","SPIRE Conference Center
									American Psychological Association 
									750 First Street Northeast 
									Washington, DC 20002 
									United States 
								
									View Map
									View Map","","Free","[{""tags"":""Things to do in Washington, DC""},{""tags"":""Other""},{""tags"":""Other""}]"
"1554997802-497","https://www.eventbrite.com/d/dc--washington/all-events/?page=24","DevFest DC 2019DevFest DC 2019","https://www.eventbrite.com/e/devfest-dc-2019-tickets-58835481509?aff=ebdssbdestsearch","DevFest DC 2019","9:00 AM – 6:00 PM EDT","Fri, June 14, 2019","Capital One Center
									1680 Capital One Dr 
									McLean, VA 22102 
									United States 
								
									View Map
									View Map","","$19.99 – $99.99","[{""tags"":""Things to do in Mclean, VA""},{""tags"":""Conference""},{""tags"":""Science & Tech""}]"
"1554987386-257","https://www.eventbrite.com/d/dc--washington/all-events/?page=37","DC Comedy Festival: Eddie BryantDC Comedy Festival: Eddie Bryant","https://www.eventbrite.com/e/dc-comedy-festival-eddie-bryant-tickets-54320770888?aff=ebdssbdestsearch","DC Comedy Festival: Eddie Bryant","9:30 PM – 11:00 PM EDT","Thu, April 11, 2019","Drafthouse Comedy Theater
									1100 13th Street Northwest 
									Washington, DC 20005 
									United States 
								
									View Map
									View Map","","$0 – $15","[{""tags"":""Things to do in Washington, DC""},{""tags"":""Festival""},{""tags"":""Arts""}]"
"1554996803-325","https://www.eventbrite.com/d/dc--washington/all-events/?page=33","Japanese Tea CeremonyJapanese Tea Ceremony","https://www.eventbrite.com/e/japanese-tea-ceremony-tickets-59563716680?aff=ebdssbdestsearch","Japanese Tea Ceremony","6:00 PM – 9:00 PM EDT","Thu, April 11, 2019","The Fairfax Embassy 
								
									View Map
									View Map","","$0 – $65","[{""tags"":""Networking""},{""tags"":""Business""}]"
"1554985404-209","https://www.eventbrite.com/d/dc--washington/all-events/?page=39","Hiphop-Trap-GoGo Paint & SipHiphop-Trap-GoGo Paint & Sip","https://www.eventbrite.com/e/hiphop-trap-gogo-paint-sip-tickets-55431087876?aff=ebdssbdestsearch","Hiphop-Trap-GoGo Paint & Sip","5:00 PM – 8:00 PM EDT","Sat, May 11, 2019","PEOPLE'S FORMERLY ""DIRTY MARTINI""
									1223 Connecticut Ave NW 
									Washington, Dc 20036 
									United States 
								
									View Map
									View Map","","$35 – $50","[{""tags"":""Things to do in Washington, DC""},{""tags"":""Party""},{""tags"":""Arts""}]"
"1554999151-762","https://www.eventbrite.com/d/dc--washington/all-events/?page=11","Free art tour! 7/30 6:15 pm, Walter E. Washington Convention CenterFree art tour! 7/30 6:15 pm, Walter E. Washington Convention Center","https://www.eventbrite.com/e/free-art-tour-730-615-pm-walter-e-washington-convention-center-tickets-53548209135?aff=ebdssbdestsearch","Free art tour! 7/30 6:15 pm, Walter E. Washington Convention Center","6:15 PM – 8:00 PM EDT","Tue, July 30, 2019","Walter E. Washington Convention Center
									801 Mount Vernon Place Northwest 
									Washington, DC 20001 
									United States 
								
									View Map
									View Map","","Free","[{""tags"":""Things to do in Washington, DC""},{""tags"":""Tour""},{""tags"":""Arts""}]"
"1554983373-161","https://www.eventbrite.com/d/dc--washington/all-events/?page=41","Orin Swift MasterclassOrin Swift Masterclass","https://www.eventbrite.com/e/orin-swift-masterclass-tickets-57145679265?aff=ebdssbdestsearch","Orin Swift Masterclass","7:30 PM – 9:00 PM EDT","Thu, April 11, 2019","Cork & Fork DC
									1522 14th St NW 
									Washington, DC 20005 
									United States 
								
									View Map
									View Map","","$65","[{""tags"":""Things to do in Washington, DC""},{""tags"":""Class""},{""tags"":""Food & Drink""}]"
"1554985113-201","https://www.eventbrite.com/d/dc--washington/all-events/?page=39","Stadium Friday's Beat The Clock Happy HourStadium Friday's Beat The Clock Happy Hour","https://www.eventbrite.com/e/stadium-fridays-beat-the-clock-happy-hour-tickets-55736428157?aff=ebdssbdestsearch","Stadium Friday's Beat The Clock Happy Hour","6:00 PM – 11:30 PM EDT","Fri, April 12, 2019","Select a different date","","Free","[{""tags"":""Things to do in Washington, DC""},{""tags"":""Party""},{""tags"":""Food & Drink""}]"
"1554980975-62","https://www.eventbrite.com/d/dc--washington/all-events/?page=46","Heurich House Museum's FrühlingsfestHeurich House Museum's Frühlingsfest","https://www.eventbrite.com/e/heurich-house-museums-fruhlingsfest-tickets-59243780743?aff=ebdssbdestsearch","Heurich House Museum's Frühlingsfest","12:00 PM – 4:00 PM EDT","Sat, April 27, 2019","Heurich House Museum
									1307 New Hampshire Avenue Northwest 
									Washington, DC 20036 
									United States 
								
									View Map
									View Map","","$5 – $15","[{""tags"":""Things to do in Washington, DC""},{""tags"":""Festival""},{""tags"":""Holiday""}]"
"1554997845-506","https://www.eventbrite.com/d/dc--washington/all-events/?page=24","National Arab American Heritage Month Commemoration 2019National Arab American Heritage Month Commemoration 2019","https://www.eventbrite.com/e/national-arab-american-heritage-month-commemoration-2019-tickets-57642232469?aff=ebdssbdestsearch","National Arab American Heritage Month Commemoration 2019","6:00 PM – 8:30 PM EDT","Tue, April 30, 2019","WeWork 777 6th St NW 
									Washington, DC 20001 
									United States 
								
									View Map
									View Map","","$50","[{""tags"":""Things to do in Washington, DC""},{""tags"":""Party""},{""tags"":""Community""}]"
"1554999268-786","https://www.eventbrite.com/d/dc--washington/all-events/?page=10","2019 Africa Fintech Summit2019 Africa Fintech Summit","https://www.eventbrite.co.uk/e/2019-africa-fintech-summit-tickets-59321777032?aff=ebdssbdestsearch","2019 Africa Fintech Summit","08:30 – 17:30 EDT","Thu, 11 April 2019","United States Institute of Peace
									2301 Constitution Avenue Northwest 
									Washington, DC 20037 
									United States 
								
									View Map
									View Map","","US$200 – US$950","[{""tags"":""Things to do in Washington, DC""},{""tags"":""Conference""},{""tags"":""Business""}]"
"1554997316-410","https://www.eventbrite.com/d/dc--washington/all-events/?page=29","World Heritage Festival - Silver Spring, MDWorld Heritage Festival - Silver Spring, MD","https://www.eventbrite.com/e/world-heritage-festival-silver-spring-md-tickets-54440630391?aff=ebdssbdestsearch","World Heritage Festival - Silver Spring, MD","2:00 PM – 8:00 PM EDT","Sun, June 23, 2019","Silver Spring Veterans Plaza
									1 Veterans Place 
									Silver Spring, MD 20910 
									United States 
								
									View Map
									View Map","","Free","[{""tags"":""Things to do in Silver Spring, MD""},{""tags"":""Festival""},{""tags"":""Food & Drink""}]"
